Variate,Strain,Generation,Substrate,Day,GrowthTemp,EvolTemp,Vmax.Int,Vmax.Slope,Vmax.SE,Vmax.Rsq,Km.Int,Km.Slope,Km.SE,Km.Rsq,delH,delS,C,Vmax.Q10,Km.Q10,Q10.MMRT,Vmax.16,Km.16,Vmax.Min
LAP,MM02,A,Sucrose,14,16,16,-0.731546927660446,0.0195633455963845,0.0263292190307282,0.155426931541061,7.05237892571426,-0.0682025408898843,0.0157407321299456,0.862219476394172,-30.8769818273887,-0.356593509566219,7.43694841375738,1.21608107636531,0.505591924242423,0.375250830225352,-0.418533398118293,5.96113827147611,-3.16720884699379
NAG,MM02,A,Sucrose,14,16,16,1.90849378032368,0.105695630718551,0.00699486440965759,0.982782817703789,-0.638545595646677,0.132284864434866,0.0126217392368889,0.982118175112847,68.0519237374183,0.0200817638851837,1.65972830529073,2.87759911883939,3.75410025635476,2.36436686180639,3.59962387182048,1.47801223531118,-2.86517385317103
OX,MM02,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-3.87664424490331,NA,-3.87664424490331
PER,MM02,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
AG,MM06,A,Sucrose,14,16,16,0.787673000697185,0.0637449199112518,0.00364385555631444,0.9870981650314,4.59119580638449,0.016878118261151,0.00395484516929728,0.819927850081727,43.1614425229361,-0.0799917965825419,-0.191308306092553,1.89164949875947,1.1838610611939,1.88767420762768,1.80759171927721,4.86124569856291,-2.5147132675231
AP,MM06,A,Sucrose,14,16,16,1.47154409649355,0.0748234365153518,0.0110091979133144,0.920305548062157,5.75750719599006,0.0518954927222557,0.00750482426259132,0.922804584465958,56.9932810378693,-0.0236015090461643,-2.51104593172497,2.11326546551032,1.68027072660743,2.72255803872632,2.66871908073918,6.58783507954615,-0.518369015712207
BG,MM06,A,Sucrose,14,16,16,0.971035936496548,0.060617969163729,0.00716598861786309,0.947059652317454,4.94411415207047,0.0123755100995078,0.00600648515953907,0.514861921690796,44.2106380540929,-0.0745333183472427,-1.45295622311185,1.83341379655513,1.13173867538266,2.09866266880466,1.94092344311621,5.14212231366259,-2.90560115740393
BX,MM06,A,Sucrose,14,16,16,-1.01248651301231,0.0120294507312254,0.0409635953143025,0.0793908999450617,6.01760260303025,0.00231480895314129,0.060665471773352,0.00145383558963618,NA,NA,NA,1.12782895654798,1.0234180858305,NA,-0.820015301312703,6.05463954628051,-2.99532272060019
CBH,MM06,A,Sucrose,14,16,16,-2.04418866355723,0.0934058033673155,0.0175798208182036,0.875894016851059,5.03125654294078,0.0195591499394211,0.0235364289584248,0.18712132585973,75.6608376225455,0.0155195926503562,-4.64823474899032,2.54481519815175,1.2160300548453,4.15492034420131,-0.549695809680187,5.34420294197152,-2.15038729753038
LAP,MM06,A,Sucrose,14,16,16,-0.895338440414041,0.0267915866378314,0.00936073648547878,0.671909353432963,5.17226905588988,-0.0715337214446615,0.0126318337741468,0.889102220165953,22.1402196521638,-0.170597205918327,-2.17232751831388,1.30723715279212,0.489027176959831,1.60843482082849,-0.466673054208739,4.02772951277529,-3.16720884699379
NAG,MM06,A,Sucrose,14,16,16,2.16807592134979,0.111737152640391,0.00677590739212603,0.985503673503044,0.0206963256607332,0.123926548012257,0.0137135063124864,0.964565894564256,73.7653894696053,0.0431517288434516,1.10268028108807,3.05680889301859,3.45307617994124,2.67219598500637,3.95587036359604,2.00352109385685,-2.86517385317103
OX,MM06,A,Sucrose,14,16,16,-2.90032722162114,0.164517530901834,0.023666561916997,0.960256753215493,5.14669985045315,0.137617736139883,0.02005767401335,0.959245813645688,136.208041749672,0.222782284168861,8.45054045050819,5.1819182643286,3.95973601988353,3.86923172164405,-0.268046727191798,7.34858362869128,-3.87664424490331
PER,MM06,A,Sucrose,14,16,16,-2.54541832651824,0.116123372393131,0.016801992146799,0.97949385653791,5.03310785033165,0.1411778974276,0.0172479014148474,0.98529365369226,NA,NA,NA,3.19387120179531,4.1032484885521,NA,-0.68744436822814,7.29195420917325,-2.73398096649784
PPO,MM06,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-3.47964546976988,NA,-3.47964546976988
AG,MM10,A,Sucrose,14,16,16,0.265311284765313,0.0398806245831292,0.0188364383221693,0.528444366884491,6.12479129798252,-0.0141808325266961,0.0268699526729602,0.065099135777559,32.0529643984025,-0.124722917987097,-2.42662618257788,1.49004488822829,0.867787573497505,1.88952668643657,0.90340127809538,5.89789797755538,-2.5147132675231
AP,MM10,A,Sucrose,14,16,16,2.35845415025927,0.0446327204767809,0.00376404878911442,0.972338158344448,7.44709039829514,-0.010757546335852,0.0191137937464557,0.0733794725537796,27.6328543227027,-0.123708600212617,0.585805268131386,1.5625626608492,0.898008753137292,1.42726663835388,3.07257767788776,7.27496965692151,-0.518369015712207
BG,MM10,A,Sucrose,14,16,16,0.596692746419766,0.053354459232366,0.0100000985897147,0.876795785732109,5.98034521763156,-0.00177803423803064,0.0147795061707173,0.00360522060714309,40.394278839044,-0.0915417766439604,-1.96508895061082,1.70496501646675,0.982376795208934,2.06105291710304,1.45036409413762,5.95189666982307,-2.90560115740393
BX,MM10,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,MM10,A,Sucrose,14,16,16,-1.58167666612656,0.0992443078164192,0.0396945551981591,0.757605069298622,8.72900894356531,-0.0894198037198979,0.13149289553776,0.31621497462011,81.583138376851,0.0450941678862151,-8.52286393305426,2.69781740656054,0.408935418167136,5.98091976816258,0.00623225893614765,7.29829208404695,-2.15038729753038
LAP,MM10,A,Sucrose,14,16,16,0.990817423147565,-0.0497199124271795,0.025694255545524,0.555190161654692,8.08115079212394,-0.0918334036418378,0.0423245368172935,0.610783295145826,NA,NA,NA,0.608231858026223,0.399183512632561,NA,0.195298824312694,6.61181633385453,-3.16720884699379
NAG,MM10,A,Sucrose,14,16,16,1.44616101166694,0.108138306341473,0.00796257546722626,0.978772935501691,0.117752734788522,0.0943786010703925,0.0118564235109628,0.954794477882053,68.894874757282,0.0192889325828498,2.00194529609332,2.94875504730593,2.56969190578657,2.33499145196046,3.1763739131305,1.6278103519148,-2.86517385317103
OX,MM10,A,Sucrose,14,16,16,-3.34184902613953,0.0242967337104201,0.137215462648425,0.0304005906479679,NA,NA,NA,0,NA,NA,NA,1.27502697736501,NA,NA,-2.95310128677281,NA,-3.87664424490331
PER,MM10,A,Sucrose,14,16,16,-2.26052669298506,0.131997529294262,0.0279345968091794,0.917789673517022,5.51882228833975,0.109038772398562,0.119675666748295,0.293320631779188,118.813443129803,0.163235282201063,9.93245748930577,3.74332888947664,2.97542749355084,2.70702315018078,-0.14856622427687,7.26344264671673,-2.73398096649784
AG,MM18,A,Sucrose,14,16,16,-0.903342264500448,0.0819692209470858,0.00787009627128039,0.964437478592619,4.23410691635954,0.0516227722443162,0.0149835594972573,0.747952950523674,51.2377041570528,-0.0647057211107839,1.67174205441769,2.26980110672287,1.67569452720394,1.85429158521917,0.408165270652924,5.0600712722686,-2.5147132675231
AP,MM18,A,Sucrose,14,16,16,1.17007713675162,0.0599509415933695,0.00800921662545685,0.94917741910223,5.85590805967232,0.0362312648258651,0.00346610983328837,0.973277589678068,34.3007437819456,-0.109776329243057,2.43645501480928,1.82122511717142,1.43664803725941,1.37510387481501,2.12929220224553,6.43560829688617,-0.518369015712207
BG,MM18,A,Sucrose,14,16,16,-0.383697968206652,0.0760243313555164,0.00888939664349888,0.948146872088912,4.01755654856482,0.0275022975718303,0.0173473256980428,0.385887567573917,52.150528351609,-0.0568912477672178,-0.308398998399278,2.13879655538565,1.31656092345303,2.16675131419388,0.83269133348161,4.45759330971411,-2.90560115740393
BX,MM18,A,Sucrose,14,16,16,-5.79813022984083,0.17517546932754,0.0610874009940189,0.891578301321918,-3.32064582339282,0.317374792375726,0.120277186895625,0.87441462231993,NA,NA,NA,5.76470910287048,23.8968804128055,NA,-2.99532272060019,1.7573508546188,-2.99532272060019
CBH,MM18,A,Sucrose,14,16,16,-1.96069995401297,0.0350216089621937,0.00966099057161041,0.814138068994252,3.66249475093318,0.0117571492804913,0.0297695479028493,0.0723461681759541,21.5589548574429,-0.181797101714882,0.323794956045911,1.41937422749721,1.12476203946241,1.33263307409587,-1.40035421061787,3.85060913942104,-2.15038729753038
LAP,MM18,A,Sucrose,14,16,16,-0.786909153007679,-0.00531869257335484,0.0175014212481401,0.0225678287878407,6.36245484471878,-0.0882108044819123,0.0179500973667853,0.857902067967892,-8.75099867274512,-0.282774814210134,0.994551039793571,0.948202752420532,0.413909451683423,0.820668089120894,-0.872008234181356,4.95108197300819,-3.16720884699379
NAG,MM18,A,Sucrose,14,16,16,1.49161367282358,0.113109722309632,0.00765348862178209,0.982015541672608,-0.730234784640196,0.13128046950936,0.0154481782207878,0.986342163848064,73.2171612131066,0.0354778228414553,1.69037971277856,3.0990549900448,3.71658299003854,2.54133130081037,3.3013692297777,1.37025272750956,-2.86517385317103
PER,MM18,A,Sucrose,14,16,16,-3.98844193532361,0.227290120203428,0.0347188566803716,0.977199059882021,3.80608919276872,0.221792131890351,0.0252402070046993,0.987214867268865,NA,NA,NA,9.70752348645673,9.18821163953383,NA,-0.351800012068768,7.35476330301434,-2.73398096649784
AG,MM20,A,Sucrose,14,16,16,-1.08346072233303,0.0667925289210365,0.0251522487706407,0.875804706038824,4.22741071742671,0.0553505250228883,0.0261964859315513,0.816995334190132,NA,NA,NA,1.95018704640797,1.73933916390579,NA,-0.0147802595964406,5.11301911779292,-2.5147132675231
AP,MM20,A,Sucrose,14,16,16,1.73658546178866,0.0190543044920691,0.00566997013172866,0.7901128998604,6.55035816425398,0.00805927384707362,0.0160052566068038,0.0779307452839915,8.41610314987344,-0.199215947044367,1.13761834069212,1.2099064528439,1.08392936393287,1.04006815176471,2.04145433366176,6.67930654580716,-0.518369015712207
BG,MM20,A,Sucrose,14,16,16,0.546480167386484,0.0141699301233054,0.00916222278850401,0.544610915949754,7.65718006964454,-0.0484469462324693,0.0273867017862702,0.610086615195973,-14.4611948964945,-0.287754583332507,2.53967161322208,1.1522301222626,0.616023933989289,0.676294800398583,0.773199049359369,6.88202892992503,-2.90560115740393
BX,MM20,A,Sucrose,14,16,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,MM20,A,Sucrose,14,16,16,-1.02697817735189,-0.0226482975586791,0.0267624180135658,0.417309550886929,NA,NA,NA,1,NA,NA,NA,0.797332916322474,NA,NA,-1.38935093829076,NA,-2.15038729753038
LAP,MM20,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,MM20,A,Sucrose,14,16,16,2.24725623070384,0.107669448165819,0.00706448737496512,0.983071386899274,0.75215221970854,0.107182027099252,0.0123906959362131,0.961452471236954,68.9813139298612,0.0262779865312906,1.84025183633363,2.93496192853675,2.92069111353441,2.36527862574991,3.96996740135695,2.46706465329657,-2.86517385317103
OX,MM20,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.87664424490331,NA,-3.87664424490331
PER,MM20,A,Sucrose,14,16,16,-5.00959642257134,0.142225966004594,0.0522241373397088,0.881189679515404,3.69527999969863,0.0453038367740984,0.0237546293377177,0.784355068162073,NA,NA,NA,4.1464794961755,1.57308454105655,NA,-2.73398096649784,4.42014138808421,-2.73398096649784
AG,MM23,A,Sucrose,14,16,16,-0.157068469744626,0.0608206385001242,0.0177205028623155,0.746516569241018,4.72684598040892,0.0268243308653272,0.0293977971293589,0.17228552027668,46.7186985878514,-0.0746772766213441,-2.3694928030489,1.83713333203576,1.30766526758696,2.3242897307295,0.816061746257361,5.15603527425416,-2.5147132675231
AP,MM23,A,Sucrose,14,16,16,1.83152003427996,0.0582188071844893,0.00878968792658847,0.916442485777693,6.27908325063529,0.022447665904624,0.00761800807369501,0.684612094124315,42.5159768274846,-0.0735680771592776,-1.45441332700006,1.78995068974529,1.25166749589392,2.04827981845803,2.76302094923179,6.63824590510928,-0.518369015712207
BG,MM23,A,Sucrose,14,16,16,0.348948172756234,0.0682228805791696,0.00713336930416063,0.958101282958747,5.64156729544328,0.0121666277851622,0.00416267427673376,0.681089613613676,50.9117440763596,-0.0551901571691543,-1.96432243096751,1.97828202868965,1.12937714071796,2.39797438273165,1.44051426202295,5.83623334000587,-2.90560115740393
BX,MM23,A,Sucrose,14,16,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,MM23,A,Sucrose,14,16,16,-0.608019275357374,0.0720578954168615,0.00605503023678234,0.979256258314618,5.08281729025952,0.0267746522722715,0.0102652898635848,0.693973567470513,NA,NA,NA,2.05562297769239,1.30701579921687,NA,0.54490705131241,5.51121172661586,-2.15038729753038
LAP,MM23,A,Sucrose,14,16,16,-2.71473847352454,0.080653050606138,0.034783855037959,0.843170051448206,NA,NA,NA,1,NA,NA,NA,2.2401223973794,NA,NA,-1.42428966382633,NA,-3.16720884699379
NAG,MM23,A,Sucrose,14,16,16,1.4169656707517,0.108951391172739,0.00478936726046576,0.99232979897052,-0.500470046964813,0.111343058309169,0.0056743558702574,0.997409519333957,71.7771633636453,0.0296453611501845,1.10903875883484,2.97282866414337,3.04478588900436,2.59558053422632,3.16018792951552,1.28101888598189,-2.86517385317103
PER,MM23,A,Sucrose,14,16,16,-2.1197521733549,0.0872354170668849,0.00367575130847242,0.998227704330075,7.03384043131936,0.013183084705155,0.0074768126528105,0.756623458931576,NA,NA,NA,2.39253666851087,1.14091531375472,NA,-0.723985500284739,7.24476978660184,-2.73398096649784
AG,MM24,A,Sucrose,14,16,16,-0.0322535389699341,0.0205026921630229,0.00985128883188365,0.590805322196201,6.18048398918123,-0.00941191345447597,0.0209343440724485,0.0631244741899201,11.0327877950737,-0.204046933182817,0.232070827730155,1.22755811238392,0.910174322577868,1.15277658635031,0.295789535638432,6.02989337390962,-2.5147132675231
AP,MM24,A,Sucrose,14,16,16,2.02423285881999,0.0130331594757913,0.00574388151183304,0.720224624356335,6.60660798863491,0.0114348308196921,0.0181656005126946,0.165359588055384,-0.312261413449259,-0.227583717935906,1.37697062085448,1.1392060754636,1.1211425600279,0.90154435294353,2.23276341043265,6.78956528174998,-0.518369015712207
BG,MM24,A,Sucrose,14,16,16,0.252372230611662,0.00474596779161373,0.0219290003422365,0.0228837989198438,7.81467330588946,-0.0571822420657523,0.0296311140897117,0.650602744835645,-43.764707348498,-0.395885249607711,7.81773774922704,1.04860391837369,0.564495752003833,0.303256507054311,0.328307715277481,6.89975743283742,-2.90560115740393
BX,MM24,A,Sucrose,14,16,16,0.50684045227098,-0.0445146456901937,0.0608575483384645,0.211054242311083,7.58790775378023,-0.0804221110749568,0.189197991577135,0.0828562563131787,-177.850673712188,-0.858413889084307,16.1329346248654,0.640730429766549,0.447436294191642,0.0241639457450197,-0.20539387877212,6.30115397658092,-2.99532272060019
CBH,MM24,A,Sucrose,14,16,16,-2.14235959814803,0.0287862436934942,0.104135445255906,0.0709894003738454,NA,NA,NA,0,NA,NA,NA,1.33357384099975,NA,NA,-1.68177969905212,NA,-2.15038729753038
LAP,MM24,A,Sucrose,14,16,16,-0.101395935140726,-0.0226055648646421,0.00974838876425545,0.641889804310203,7.24707197199064,-0.0831205376894948,0.0261742936812181,0.770726117651366,-7.41031180808673,-0.273729510239716,-1.98711944162343,0.797673710968244,0.435523999234805,1.03703613329429,-0.463084972975,5.91714336895872,-3.16720884699379
NAG,MM24,A,Sucrose,14,16,16,1.39519208089929,0.10738895159539,0.0112426836188754,0.968165954337237,0.501919916875037,0.087403919576271,0.0118042972277222,0.94811965451655,55.6813811547422,-0.0267344776785384,3.39989278835267,2.92674099609065,2.39657155132,1.74553377723736,3.11341530642553,1.90038263009537,-2.86517385317103
OX,MM24,A,Sucrose,14,16,16,-2.19281047760827,0.0138129352775413,0.0301500453367681,0.0949784226367421,3.79090027699318,0.0794649095660775,0.026177938880046,0.902101605913084,-27.0654858418474,-0.352378785219892,-10.7419054101453,1.14812405370217,2.21366407616972,1.46770842496692,-1.97180351316761,5.06233883005041,-3.87664424490331
PER,MM24,A,Sucrose,14,16,16,-2.25481104816302,0.0879375816923199,0.0220728149851579,0.841034932440411,7.30609064611817,-0.0369542259132646,0.0700037498214288,0.0849940052706509,56.5961208034985,-0.0526688258922099,-6.99959729892265,2.4093953331716,0.691050580343657,3.73987329376857,-0.847809741085899,6.71482303150593,-2.73398096649784
AG,MM26,A,Sucrose,14,16,16,0.362169990493532,0.0310436572179126,0.00773794210862732,0.842891975497397,5.97775260220426,0.00885226810753667,0.011766805856559,0.158713726908951,18.3505536693716,-0.17426380052658,0.497416645339346,1.36402047755543,1.09255903274322,1.25665157394328,0.858868505980134,6.11938889192485,-2.5147132675231
AP,MM26,A,Sucrose,14,16,16,2.05523815169637,0.0210108428966672,0.0135272951180464,0.445726173753927,6.36283075045468,-0.0132644640514749,0.0170186872360431,0.168393047566206,9.40027872052477,-0.192349794609563,0.582258976594491,1.23381183364633,0.875776252216831,1.09795373881424,2.39141163804304,6.15059932563108,-0.518369015712207
BG,MM26,A,Sucrose,14,16,16,0.23588817990511,0.0333109333254252,0.0117880710090484,0.726906350156001,5.79651518287047,0.0176330676887663,0.0285131457711134,0.113066808475126,25.956660540418,-0.147026658111902,-2.11314215265375,1.39529984280304,1.19283243555871,1.69208358495091,0.768863113111914,6.07864426589073,-2.90560115740393
BX,MM26,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,MM26,A,Sucrose,14,16,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.15038729753038,NA,-2.15038729753038
LAP,MM26,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,MM26,A,Sucrose,14,16,16,1.30003827694152,0.102406754581438,0.00566997416792405,0.987886435164933,-0.132284006415003,0.102680423016071,0.0096520958995643,0.991241146159279,66.8948127382204,0.0108338840521582,1.20703624723416,2.78449783301048,2.79212856132734,2.40233905946746,2.93854635024453,1.51060276184213,-2.86517385317103
PER,MM26,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
AG,MM30,A,Sucrose,14,16,16,1.97435411891176,-0.0341426197837309,0.0176966082785016,0.788239641236591,6.56149765526399,-0.0391397339216829,0.0603941068543283,0.295773363200523,NA,NA,NA,0.710755921008363,0.676111457063665,NA,1.42807220237207,5.93526191251706,-2.5147132675231
AP,MM30,A,Sucrose,14,16,16,2.68989359308504,-0.00149058395632689,0.0559651777206364,0.000177312807511608,7.38104521772984,-0.0676968408045361,0.0762618680173164,0.208023715210888,-16.6623529836094,-0.283097227915565,5.10615745624085,0.985204702540756,0.508155178762417,0.544642472698324,2.66604424978381,6.29789576485726,-0.518369015712207
BG,MM30,A,Sucrose,14,16,16,0.360393815819579,0.073716428749,0.0285315087976213,0.689936188030163,5.9625223234944,0.00931179222463223,0.0316384132124653,0.0280642517444224,94.9839962236962,0.0985961280086772,-7.71881043350068,2.09000046296281,1.09759115805192,6.84600148136883,1.53985667580358,6.11151099908852,-2.90560115740393
CBH,MM30,A,Sucrose,14,16,16,5.06073329218902,-0.249597557193174,0.00417348725142112,0.999720490794996,9.59095407291595,-0.220116067206677,0.0836980414576753,0.873678124872479,NA,NA,NA,0.0824160094141465,0.110674626837418,NA,1.06717237709823,6.06909699760911,-2.15038729753038
NAG,MM30,A,Sucrose,14,16,16,0.890224586251672,0.113388046124037,0.00490200049622763,0.992579427385224,2.14533421777893,0.0797472306359019,0.00766806924202051,0.964336067223745,74.0334016208001,0.033478637099723,1.45031497559301,3.10769241252969,2.21992254660529,2.61621528928667,2.70443332423626,3.42128990795336,-2.86517385317103
OX,MM30,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.87664424490331,NA,-3.87664424490331
PER,MM30,A,Sucrose,14,16,16,-3.55598207171077,0.182317528965509,0.0520311436284456,0.924687850552068,5.41496763985122,0.122887256745251,0.05809796995494,0.817316788997081,NA,NA,NA,6.19148703490158,3.41737450431065,NA,-0.638901608262632,7.38116374777524,-2.73398096649784
AG,MM31,A,Sucrose,14,16,16,0.290147649337809,0.0751000403264517,0.00818881742027277,0.954601236970449,5.41595440253575,0.00917671136127491,0.00665719491464006,0.322053000565704,51.2208598922288,-0.0546924659413013,-0.202288609733559,2.11911893004752,1.09610952336725,2.12166305686517,1.49174829456104,5.56278178431615,-2.5147132675231
AP,MM31,A,Sucrose,14,16,16,1.17761066618862,0.0647695320160772,0.01436752520731,0.835543363837299,5.19047936147737,0.0767235697861548,0.0315804017630572,0.596054008431598,35.7413159475644,-0.104105210865054,2.96053966012297,1.91113120402279,2.15380425149535,1.35193672317523,2.21392317844586,6.41805647805585,-0.518369015712207
BG,MM31,A,Sucrose,14,16,16,1.31405271205579,0.0755119503430089,0.00697590482577122,0.966989546619833,5.90933289047437,0.00655041019414218,0.00281886229621283,0.574465559143604,53.664322336297,-0.0371887178782728,-1.03426679251915,2.12786579542313,1.06769711693555,2.33332781086334,2.52224391754393,6.01413945358064,-2.90560115740393
BX,MM31,A,Sucrose,14,16,16,-0.312355699373436,0.0165999608462418,0.0138111999483301,0.590937176982866,6.02695019094444,0.0412547611022775,0.0201326107498262,0.807656064066343,NA,NA,NA,1.18057263948463,1.51066146473291,NA,-0.0467563258335674,6.68702636858088,-2.99532272060019
CBH,MM31,A,Sucrose,14,16,16,-0.599804131012075,0.0565788686530188,0.0345763986707703,0.572432168576346,5.32636393517316,0.0279090883406961,0.0507778357233994,0.131225962414002,83.826221181763,0.0468585743375449,-5.04441680750661,1.76083598284403,1.32192747968339,4.80862215061434,0.305457767436226,5.77290934862429,-2.15038729753038
LAP,MM31,A,Sucrose,14,16,16,0.11893390260993,0.00385574529775053,0.00860308422034782,0.0912671632452421,6.84544492545709,-0.0280201337239884,0.0164547624812676,0.591814025842786,-3.76350654864505,-0.2564005229678,0.716448080604766,1.03931043812194,0.755631589360727,0.899616693685201,0.180625827373939,6.39712278587327,-3.16720884699379
NAG,MM31,A,Sucrose,14,16,16,2.18387992411956,0.110204186969767,0.00847753739816539,0.976877055367326,0.382000579835319,0.116326855554351,0.0168452094602198,0.940814142338608,70.1884509999431,0.0301414140362079,2.06693629434899,3.01030640631444,3.20037680854443,2.36779086914339,3.94714691563582,2.24323026870494,-2.86517385317103
PER,MM31,A,Sucrose,14,16,16,-1.96631557841848,0.0763681697291871,0.019239329968936,0.940319744050888,6.99942752633856,-0.00560981469361348,0.0276290218777395,0.0395932554529625,NA,NA,NA,2.14616321612337,0.945446338675169,NA,-0.744424862751486,6.90967049124075,-2.73398096649784
AG,W1099,A,Sucrose,14,16,16,0.520026271828252,0.0548995258244524,0.00194959940335823,0.994980871638802,4.22086752196617,0.0144194481388996,0.00589593688623817,0.599248409630158,35.8945124110251,-0.108788791397449,0.199241209910353,1.73151242075926,1.15510873383248,1.6529679212846,1.39841868501949,4.45157869218856,-2.5147132675231
AP,W1099,A,Sucrose,14,16,16,1.99045488298476,0.0615914329083612,0.00309880309701947,0.989976206874204,6.42300012369607,0.0160308532502575,0.0144734564484546,0.234711329058822,40.5408229633113,-0.0795970494945052,0.232902415875021,1.851348567772,1.17387299309798,1.76307668530361,2.97591780951854,6.67949377570019,-0.518369015712207
BG,W1099,A,Sucrose,14,16,16,-1.36794623432345,0.0455564351638123,0.00957639607617553,0.882952217364912,2.39911148152205,0.0265682933925323,0.0156347223380439,0.490460233338555,19.4024244497769,-0.18320739398751,1.9331367049869,1.57706315011181,1.30432143703954,1.1505261239349,-0.639043271702455,2.82420417580257,-2.90560115740393
BX,W1099,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,W1099,A,Sucrose,14,16,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.15038729753038,NA,-2.15038729753038
LAP,W1099,A,Sucrose,14,16,16,-0.751659370260237,0.0053508031882367,0.0195463239761517,0.0361162324483565,5.22733902859601,-0.0272462999119523,0.0457511084516767,0.150620358247855,29.2387506685711,-0.14735038920334,-5.28285846000013,1.05496546509208,0.761501604883804,2.2287981757446,-0.66604651924845,4.79139823000477,-3.16720884699379
NAG,W1099,A,Sucrose,14,16,16,2.0132870039412,0.115004112707279,0.00599161416995464,0.989259337142876,0.360398098916869,0.113924275049526,0.00942954740171003,0.993195691814107,75.1584167246232,0.0469238787610935,1.45750009450064,3.15832279959042,3.12440151765034,2.65757157672524,3.85335280725766,2.18318649970928,-2.86517385317103
PER,W1099,A,Sucrose,14,16,16,-2.00528294793637,0.10074744703759,0.0193558566449989,0.96440285389565,8.33474286459399,-0.0397723836901602,0.0529169454407101,0.36098266468893,NA,NA,NA,2.73867566708421,0.671847541543511,NA,-0.393323795334934,7.69838472555143,-2.73398096649784
AG,W1101,A,Sucrose,14,16,16,1.03359202046433,0.0649523126466413,0.00400829038703043,0.984995437844317,4.10083204399494,0.0249388491605555,0.00457922409635988,0.881164074789128,NA,NA,NA,1.91462757606042,1.28324046439368,NA,2.07282902281059,4.49985363056383,-2.5147132675231
AP,W1101,A,Sucrose,14,16,16,2.39579659516098,0.0571989617208082,0.00927682769296755,0.904800332401758,6.41372517879363,0.0207535909535014,0.0069228029570404,0.692003531059011,35.3965064287434,-0.0950787869349902,1.02087781803723,1.77178872822038,1.23064190782533,1.54687757756386,3.31097998269391,6.74578263404966,-0.518369015712207
BG,W1101,A,Sucrose,14,16,16,-0.201512822435268,0.0445348145880913,0.00555015728247851,0.941508149824308,3.32470178886842,-0.0128307120826944,0.0177809224852307,0.115182536054567,30.5298706463347,-0.134318538884413,-0.562162397565174,1.56103356864757,0.879583199338298,1.61630226548733,0.511044210974193,3.11941039554531,-2.90560115740393
BX,W1101,A,Sucrose,14,16,16,-1.42330428224848,0.0686358230720243,0.0190770551099954,0.866169831320878,2.7415788324201,0.124169973853705,0.103813012301056,0.417017967776173,98.4285510181525,0.0919985659516763,-5.69028410078113,1.98646808603677,3.46149209879296,6.21648967417459,-0.325131113096092,4.72829841407939,-2.99532272060019
CBH,W1101,A,Sucrose,14,16,16,-0.938908645919562,0.0733478666317314,0.0100129267724824,0.947052851303625,5.28197683382888,0.0055400399911581,0.0410441894535077,0.00603631223822552,46.1484235064585,-0.083109846868881,0.767918596033708,2.08231169066014,1.05696373814784,1.8391284202487,0.23465722018814,5.37061747368741,-2.15038729753038
LAP,W1101,A,Sucrose,14,16,16,0.544343966237738,-0.0303496667709391,0.00857291834299943,0.862380918673828,8.17741293152192,-0.113873576260233,0.00968777092706858,0.985731107702111,-43.1327703401696,-0.392955712614491,2.06772753495858,0.738232349132425,0.320223604674673,0.462992389841417,0.0587492979027124,6.35543571135819,-3.16720884699379
