Variate,Strain,Generation,Substrate,Day,GrowthTemp,EvolTemp,Vmax.Int,Vmax.Slope,Vmax.SE,Vmax.Rsq,Km.Int,Km.Slope,Km.SE,Km.Rsq,delH,delS,C,Vmax.Q10,Km.Q10,Q10.MMRT,Vmax.16,Km.16,Vmax.Min
PPO,MM24,A,Lignin,14,22,16,-2.44253989775998,0.122859362807791,0.0202588749569895,0.90190743539547,4.00350990807257,0.10549765080256,0.028180672839721,0.823681559451372,95.1474262018456,0.0833329424104753,-4.12455825200656,3.41642139693938,2.87190768632704,5.2973845230587,-0.476790092835332,5.69147232091353,-3.47964546976988
AG,MM26,A,Lignin,14,22,16,-0.584696510469903,0.06977578291741,0.00972579614977176,0.944924403586468,5.18898094858319,-0.00273833157681064,0.00884399469201792,0.0309665371025432,44.2442547410801,-0.0872067395491953,0.64985859676376,2.00924258801783,0.972988208311721,1.80465723994457,0.531716016208657,5.14516764335422,-2.5147132675231
AP,MM26,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BG,MM26,A,Lignin,14,22,16,-1.79540405137945,0.075520618566791,0.0206515865523176,0.930424415278219,4.28053343569445,0.041373553261469,0.0508355521672254,0.398454664231845,NA,NA,NA,2.12805025158648,1.51245707841792,NA,-0.587074154310797,4.94251028787795,-2.90560115740393
BX,MM26,A,Lignin,14,22,16,-0.985760231021054,0.0871113495092676,0.0085159503813565,0.981244697225327,6.67213201550988,0.00772463018778393,0.0223398117124586,0.106794253785871,62.4778334368388,-0.0248126848562353,-0.413433191116838,2.38957014732687,1.08030812554702,2.53328291063497,0.408021361127228,6.79572609851442,-2.99532272060019
CBH,MM26,A,Lignin,14,22,16,-0.189838736567252,0.116758109073359,0.0121113644697675,0.958736023386048,4.25978868313334,0.0598607606690538,0.016123902813917,0.775066219961152,86.1385424532558,0.0690143730356443,-2.31147579411154,3.2142083492192,1.81958345986901,4.08337678719302,1.67829100860649,5.21756085383821,-2.15038729753038
NAG,MM26,A,Lignin,14,22,16,-0.803877173761504,0.116628560222722,0.011297659300434,0.972620114941073,0.506379055506373,0.0637391084477371,0.0224180030386881,0.729335868966897,57.8071419242546,-0.0365983905933316,4.1947599136414,3.21004707526899,1.8915395694333,1.69967825456589,1.06217978980205,1.52620479067017,-2.86517385317103
OX,MM26,A,Lignin,14,22,16,-3.83562555067259,0.150600727456288,0.0123995098563861,0.973600501477188,2.89714600424507,0.172829082119865,0.0265003006557664,0.934114574021537,105.531575785995,0.109387212241816,-0.551247975442265,4.50869283539672,5.63102125664937,4.75624616516501,-1.42601391137197,5.6624113181629,-3.87664424490331
PPO,MM26,A,Lignin,14,22,16,-2.92865346543877,0.105479678485308,0.0248032729658848,0.85771906537717,1.93168394735716,0.18838908782952,0.0292727401136178,0.953935711199509,68.9159062688424,-0.0135082848188141,-6.4521835856819,2.87139158434559,6.57905342295575,4.29328837640455,-1.24097860967384,4.94590935262949,-3.47964546976988
AG,MM30,A,Lignin,14,22,16,-1.79516841438173,0.0970977602881063,0.00877545067412098,0.99189808863687,4.02269191129776,0.0333648287971766,0.0753266053576482,0.164013713756095,NA,NA,NA,2.64052458242009,1.39605204891997,NA,-0.241604249772029,4.55652917205258,-2.5147132675231
AP,MM30,A,Lignin,14,22,16,3.8459870402908,-0.0496405886456237,0.00441741537512775,0.992143356271572,10.8835472670689,-0.193181944493383,0.138120181936771,0.66173074331876,NA,NA,NA,0.608714521944964,0.144884349431436,NA,3.05173762196082,7.79263615517482,-0.518369015712207
BG,MM30,A,Lignin,14,22,16,-3.0843756608885,0.10514302534837,0.00314412483492303,0.998214776422777,NA,NA,NA,1,78.1352771788143,0.0138814553560526,-0.344881489690344,2.86174120776527,NA,3.15839400338514,-1.40208725531457,NA,-2.90560115740393
BX,MM30,A,Lignin,14,22,16,-2.07252091238079,0.115183117556659,0.0264050745625356,0.863812329400715,4.36047453204542,0.0644383306716409,0.0848391094491454,0.365842145823173,64.8713316936727,-0.0225829594029516,2.7770827953904,3.16398141364659,1.90481198223141,2.08392051044819,-0.229591031474235,5.39148782279167,-2.99532272060019
CBH,MM30,A,Lignin,14,22,16,-0.37280450475799,0.124723862600143,0.0152809591984214,0.943357990604229,4.59605634300039,0.04463377432579,0.0245908793068981,0.523387463983182,88.0693583022233,0.0744294463465451,-0.879310240403715,3.48071811019044,1.56257912798709,3.78712290663897,1.62277729684429,5.31019673221303,-2.15038729753038
NAG,MM30,A,Lignin,14,22,16,-0.966175741701387,0.116903068184252,0.00977109365878059,0.979471945639116,1.95428256331007,0.0675754247659078,0.033581791794042,0.80194904702147,59.8057522250063,-0.0309258468111842,3.88009650545067,3.21887101572795,1.96551490204371,1.78939664194237,0.904273349246644,3.0354893595646,-2.86517385317103
OX,MM30,A,Lignin,14,22,16,-4.39474777606299,0.161811052429334,0.0239460821437175,0.958037155557345,2.17513695526056,0.191475257610799,0.0384611699212911,0.925329977233216,179.261425760779,0.359012836520266,-7.05931725258974,5.04355163955424,6.78525975391356,21.9740371551711,-1.80577093719364,5.23874107703334,-3.87664424490331
PPO,MM30,A,Lignin,14,22,16,-3.50096426598307,0.156764149349527,0.0219848610603529,0.962153283063496,4.78565536504417,0.0470906450830132,0.0952993041836388,0.196250414289734,97.0435523392297,0.0835252508656915,-2.23510485138812,4.7953250408579,1.60144516680076,4.75154021512718,-0.992737876390649,5.53910568637239,-3.47964546976988
AG,MM31,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.5147132675231,NA,-2.5147132675231
AP,MM31,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BG,MM31,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
BX,MM31,A,Lignin,14,22,16,-4.66532784142971,0.171558422060422,0.0258216634524464,0.977847862548985,NA,NA,NA,1,NA,NA,NA,5.5599227851562,NA,NA,-1.92039308846296,NA,-2.99532272060019
CBH,MM31,A,Lignin,14,22,16,-0.563622564917286,0.112396108622968,0.0119164575829141,0.967378096643806,4.33958311231696,0.0356999238261376,0.0225390690505402,0.455414840204485,85.974135271851,0.0634989979106548,-1.26081319335845,3.07701843094605,1.42903478130247,3.77689939180337,1.23471517305021,4.91078189353516,-2.15038729753038
NAG,MM31,A,Lignin,14,22,16,-1.84487345184707,0.138257204006905,0.00946937293130983,0.986122254579762,-0.759738694942454,0.104509620285439,0.0135650919961518,0.983431729984871,81.4774931205765,0.039861316274533,2.78948311020009,3.98513839279313,2.84367207986415,2.64455901732331,0.367241812263417,0.912415229624573,-2.86517385317103
OX,MM31,A,Lignin,14,22,16,-3.52578172156362,0.13974642823145,0.027034547155998,0.899059290436141,1.69336927157504,0.190214599967694,0.0509307773466179,0.822993044421154,75.800330671289,0.00284864666098979,7.4520440844406,4.04493015075047,6.70025777593484,1.74197273820338,-1.28983886986041,4.73680287105814,-3.87664424490331
PPO,MM31,A,Lignin,14,22,16,-2.77414414891786,0.128003206648,0.0114964426113084,0.968742544812558,1.50260660494889,0.189483600342371,0.00986789983950761,0.989268012280113,83.0385196522542,0.0358583964078314,1.96823724824924,3.59675505899426,6.65145749892577,2.86944545138388,-0.726092842549861,4.53434421042683,-3.47964546976988
AG,W1099,A,Lignin,14,22,16,-0.231323940821139,0.0841792135147934,0.0041432796494354,0.99040266711524,3.64371918368829,0.0269701017417012,0.00894968994214571,0.751682853837024,57.7591277080751,-0.035145455998869,-0.246901221898403,2.32052194147277,1.30957285272155,2.33864227465929,1.11554347541556,4.07524081155551,-2.5147132675231
AP,W1099,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BX,W1099,A,Lignin,14,22,16,-1.4944330454654,0.108250377291704,0.0166497105347454,0.933732830428391,0.993648979703531,0.150374521073656,0.0170269485621098,0.98734120417012,39.7859774632925,-0.106281545575189,6.28591455139178,2.95206159760251,4.49850541107581,1.12788143834392,0.237572991201869,3.39964131688202,-2.99532272060019
CBH,W1099,A,Lignin,14,22,16,-0.36948487322565,0.116782534235369,0.00538468397270078,0.993662400948411,3.63387778030011,0.05685044347158,0.0325001653352447,0.604729403946228,81.3849393568868,0.0501352352158432,-0.588609709726686,3.21499352070164,1.76562446918811,3.36831274792785,1.49903567454025,4.54348487584539,-2.15038729753038
NAG,W1099,A,Lignin,14,22,16,-0.880818263157286,0.137269717319038,0.00660309793069117,0.997691434284763,NA,NA,NA,1,NA,NA,NA,3.94597934507204,NA,NA,1.31549721394733,NA,-2.86517385317103
OX,W1099,A,Lignin,14,22,16,-3.00239886253705,0.114562503505882,0.0232990068909405,0.923598311876686,NA,NA,NA,1,81.8324320908779,0.0256699269080664,6.8275815798974,3.14440610681233,NA,1.98744807775611,-1.16939880644294,NA,-3.87664424490331
PER,W1099,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W1099,A,Lignin,14,22,16,-3.88450583796807,0.153748689064531,0.0353066541939445,0.904594338717237,4.95456940168485,0.0703986548166772,0.102955741900988,0.318591969109097,207.7594322526,0.460002668556126,-10.9580970724211,4.65288236333044,2.02179665276923,43.859690029721,-1.42452681293557,6.08094787875169,-3.47964546976988
AG,W1101,A,Lignin,14,22,16,0.49470742048093,0.0855217052743567,0.00244841131528468,0.996732207024384,3.08758129336678,0.0427230852753846,0.00286558773007393,0.982322682371949,58.5700899437607,-0.0261519914082158,-0.192928136769807,2.35188480822822,1.53300651965463,2.35693701513921,1.86305470487064,3.77115065777293,-2.5147132675231
AP,W1101,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BG,W1101,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
BX,W1101,A,Lignin,14,22,16,-1.81721343400183,0.119027536421795,0.0122762797021634,0.969074475816767,3.35813912101399,0.0632282582228024,0.0441200839426042,0.67253488557738,82.6937588422451,0.0423039762856421,0.14929516694115,3.28798647656279,1.88190127487355,3.25478847758621,0.0872271487469019,4.36979125257883,-2.99532272060019
CBH,W1101,A,Lignin,14,22,16,-1.06326438360485,0.118209601932954,0.0120956815761408,0.959802677214946,4.74961561107148,0.0184009647947937,0.0124923329418114,0.520345966981368,79.7410575362057,0.0381536360927645,0.563350634026647,3.26120258783798,1.20202742013833,3.02766319885193,0.82808924732242,5.04403104778818,-2.15038729753038
NAG,W1101,A,Lignin,14,22,16,-1.50261711924326,0.151407494572183,0.00688574551362666,0.995880500880275,NA,NA,NA,1,97.9806222821944,0.102139287134698,1.27181960589164,4.54521461129664,NA,3.74135021092673,0.919902793911672,NA,-2.86517385317103
OX,W1101,A,Lignin,14,22,16,-2.67460152000123,0.122181893937675,0.03707120188533,0.783592951100318,9.96722809909518,-0.101175278642905,0.0670140916861613,0.695064220135647,98.5854647204553,0.0948623161535301,-6.40984831811319,3.39335442948921,0.363581140647935,6.56188249013048,-0.719691216998421,8.3484236408087,-3.87664424490331
PER,W1101,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W1101,A,Lignin,14,22,16,-4.27314265063867,0.193630070074346,0.0489097837945599,0.940023049109127,NA,NA,NA,1,NA,NA,NA,6.93305602429563,NA,NA,-1.17506152944914,NA,-3.47964546976988
AG,W1103,A,Lignin,14,22,16,-0.919753632571802,0.101261961137205,0.00657684236156856,0.983406602840326,3.0883812375302,0.0432963485711818,0.00886989580413056,0.888171481254331,70.3113241280138,0.00498854550106348,-0.427839297182463,2.75280285154694,1.54181992121584,2.8387502337672,0.70043774562348,3.78112281466911,-2.5147132675231
BX,W1103,A,Lignin,14,22,16,-1.02690803641617,0.0958162254888049,0.00635917672325541,0.991267381598849,2.38134040796486,0.0916180432619507,0.0689570282831794,0.638368369064328,67.3262675465122,-0.00755457055516317,0.0998279984814161,2.6069012485453,2.49972426707023,2.61792261123515,0.506151571404706,3.84722910015607,-2.99532272060019
CBH,W1103,A,Lignin,14,22,16,-0.294666848227117,0.106239798713053,0.012405359862538,0.948281996354638,3.40587196905102,0.073617950494453,0.0464418689583388,0.455806299600507,80.7275473420236,0.0484431636939892,-3.09476839938719,2.89330077520217,2.087943280092,3.9964299576337,1.40516993118173,4.58375917696227,-2.15038729753038
NAG,W1103,A,Lignin,14,22,16,-0.585032956830432,0.118720457123313,0.0078493583470625,0.987055654743396,NA,NA,NA,0,65.3428579728363,-0.00819104594558807,3.14223584760481,3.27790523737764,NA,2.04367265639935,1.31449435714258,NA,-2.86517385317103
OX,W1103,A,Lignin,14,22,16,-3.81104954263731,0.145487465554113,0.0168028049998968,0.974015854481815,NA,NA,NA,1,112.743422053094,0.134209846679126,-4.28197496253135,4.28394646299643,NA,6.90295058443827,-1.48325009377151,NA,-3.87664424490331
PER,W1103,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W1103,A,Lignin,14,22,16,-3.43203893000599,0.144497476962449,0.0288374287622129,0.961697168611098,1.22438742967153,0.187968523293799,0.0673580197233118,0.886200500191113,NA,NA,NA,4.2417451206481,6.55144235934083,NA,-1.12007929860681,4.23188380237231,-3.47964546976988
AG,W1111,A,Lignin,14,22,16,-0.322359496395531,0.0991437414771076,0.0100698373007133,0.960370981240814,3.45901306049852,0.0436997421550727,0.0383533513885501,0.393613858989157,72.1515026761292,0.0167812469576126,-1.72053330795164,2.69510567412701,1.54805208547742,3.19934209370844,1.26394036723819,4.15820893497968,-2.5147132675231
AP,W1111,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BX,W1111,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,W1111,A,Lignin,14,22,16,-0.655581151444413,0.109228238070368,0.0314679191695142,0.800644884833521,5.92697860638242,-0.0175563945060587,0.0134563444068516,0.629934327755325,104.212789046722,0.126211389078833,-4.84865918451978,2.98107025109685,0.83898374659163,6.35920317177057,1.09207065768147,5.64607629428548,-2.15038729753038
LAP,W1111,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,W1111,A,Lignin,14,22,16,-0.315760450514723,0.115475482956567,0.0295610505172498,0.884121680381553,NA,NA,NA,0,96.7863201119,0.102545266293874,-1.59350439365935,3.17324533621293,NA,4.52024316580577,1.53184727679035,NA,-2.86517385317103
OX,W1111,A,Lignin,14,22,16,-2.411343408179,0.108302995293758,0.0668977232962203,0.72382916276351,NA,NA,NA,1,NA,NA,NA,2.95361532216813,NA,NA,-0.678495483478871,NA,-3.87664424490331
PER,W1111,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W1111,A,Lignin,14,22,16,-4.11781907728037,0.16853423438199,0.0316665441205872,0.934048525490852,6.75652447098233,0.0175073484988016,0.034632726862672,0.203533123387486,222.66272859845,0.511490985971166,-11.410602023772,5.39429732063211,1.19133375854278,56.1598226146411,-1.42127132716853,7.03664204696315,-3.47964546976988
AG,W1289,A,Lignin,14,22,16,-0.0511074833075487,0.0615549175225513,0.00991531694231029,0.950666073161866,7.35823098930457,-0.109491965399031,0.0268331798658328,0.892762712709659,25.8562298481236,-0.148285449337768,3.04404256022298,1.85067266411171,0.334566486950946,1.16552293935339,0.933771197053272,5.60635954292008,-2.5147132675231
AP,W1289,A,Lignin,14,22,16,2.57494618170017,0.00517671018538516,0.0130638164142079,0.0497381476386323,8.6288261301068,-0.103050418364873,0.053137611344854,0.556274183558461,-19.4958591745162,-0.290811538548652,3.63180604943853,1.05313044182188,0.356827008865312,0.581426847143204,2.65777354466633,6.98001943626884,-0.518369015712207
BG,W1289,A,Lignin,14,22,16,1.89255437269428,0.0832925551282908,0.00399237454660545,0.990893797836452,4.12206925466093,0.0105453430272597,0.00485938374847962,0.540722366238472,NA,NA,NA,2.30003778551033,1.1112143543683,NA,3.22523525474693,4.29079474309708,-2.90560115740393
BX,W1289,A,Lignin,14,22,16,0.420384418130637,0.0650762206386147,0.0202065972549152,0.77564891704633,5.99966528334954,-0.0341282917059421,0.0571758143946516,0.106156067853043,40.7494226520293,-0.0915777369278025,0.667885004098842,1.91700142303303,0.710857765965652,1.71385190824713,1.46160394834847,5.45361261605446,-2.99532272060019
CBH,W1289,A,Lignin,14,22,16,1.40128284128717,0.0618068646618121,0.0130422536138547,0.882158147795513,6.19636003905203,-0.0497244091788412,0.0250910283422308,0.566935510501998,39.8867956019286,-0.0867878328078867,0.405631535447807,1.85534125967292,0.608204507964977,1.72496077053304,2.39019267587617,5.40076949219057,-2.15038729753038
LAP,W1289,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,W1289,A,Lignin,14,22,16,-0.493045854773834,0.121034890620124,0.010561917983876,0.977665513689623,1.73670299405066,0.0552870765332692,0.0164503160563917,0.918668279102127,64.9189299565718,-0.00866342206938145,3.50815099381379,3.35465490828294,1.73823592950673,1.97841433049449,1.44351239514816,2.62129621858297,-2.86517385317103
OX,W1289,A,Lignin,14,22,16,-2.37821301082467,0.140610095678211,0.0228846011205599,0.949688764521426,3.74313697840009,0.144784540639556,0.0690453964912718,0.687362583138854,119.221515412527,0.168643364924673,-7.79031154361453,4.08001619096556,4.25393912406848,9.75577140141078,-0.128451479973296,6.05968962863298,-3.87664424490331
PER,W1289,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W1289,A,Lignin,14,22,16,-2.89711569941994,0.135936089661249,0.0218065002977492,0.951051817216885,5.89739866909311,0.0144699475554939,0.0277457021103972,0.213826248082502,112.412217463488,0.139873450176289,-6.55421646765542,3.89370402699434,1.15569220431629,8.09132592706321,-0.722138264839965,6.12891782998101,-3.47964546976988
AG,W1303,A,Lignin,14,22,16,-1.16602116446585,0.105912035182231,0.0121783059257907,0.949770176522519,4.69376721493546,0.0142690056831863,0.0426335654475006,0.0359949973816648,77.3078576417094,0.0286101733819641,-1.86248206913584,2.88383311466914,1.15337226640678,3.48136062348855,0.528571398449846,4.92207130586644,-2.5147132675231
AP,W1303,A,Lignin,14,22,16,2.0588150951354,0.0212527260534527,0.0394440599111538,0.126756804809229,8.69831312441181,-0.0968011685247792,0.0616295430814366,0.552280277386376,-64.5549019580426,-0.446300561850498,8.80083790409956,1.23679982893017,0.379837524329854,0.209430069148051,2.39885871199064,7.14949442801534,-0.518369015712207
BG,W1303,A,Lignin,14,22,16,2.62553579715907,0.0815025326398288,0.00660778268455457,0.974381234580046,4.69461364132812,0.0205275210195996,0.00782971222277563,0.632135027856834,57.3048722416959,-0.0130074522584794,-0.803725034511444,2.25923288985714,1.22786293886794,2.41844078580869,3.92957631939633,5.02305397764172,-2.90560115740393
BX,W1303,A,Lignin,14,22,16,-0.462340291839481,0.149318630480591,0.0177429614950181,0.959362389146923,5.69180344072838,0.0571629311109888,0.0344675966194681,0.578989062161211,131.273684359248,0.226756006685832,-4.51494852341699,4.45125600561301,1.77115045693032,9.16672045198595,1.92675779584998,6.6064103385042,-2.99532272060019
CBH,W1303,A,Lignin,14,22,16,1.52037434049032,0.0928667562785295,0.00348764153130409,0.995786619611024,5.15116601098418,0.0137307410201637,0.0132668065709294,0.263109647741784,68.4654105828212,0.0174919494869082,-0.667215044622861,2.53113435213942,1.14718074938655,2.81234065840479,3.00624244094679,5.3708578673068,-2.15038729753038
LAP,W1303,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,W1303,A,Lignin,14,22,16,0.220096476758914,0.110748700440297,0.00952027531653283,0.971290163441365,2.39382333814717,0.0398444991745459,0.0151208197021701,0.698299072540501,76.7854411464563,0.0381033905480037,-0.337518330523136,3.02674263833931,1.48950670064143,3.09594881529676,1.99207568380367,3.0313353249399,-2.86517385317103
OX,W1303,A,Lignin,14,22,16,-2.43095845348319,0.150412043005066,0.00925532748311167,0.98876859012863,4.81280730853006,0.115973771689776,0.00932199023750252,0.980985643555524,116.474730808903,0.158726888084291,-1.79094260426871,4.50019365390148,3.1890967202326,6.08797952885366,-0.0243657654021328,6.66838765556647,-3.87664424490331
PER,W1303,A,Lignin,14,22,16,-2.74680539952143,0.121765044317342,0.0315779575194934,0.881438226544123,9.31177502466346,-0.069194359303971,0.0959793531824807,0.341992504613854,122.551020660478,0.175168366718516,-7.07796730222571,3.37923868558577,0.500602156061186,9.72320108322731,-0.798564690443961,8.20466527579993,-2.73398096649784
PPO,W1303,A,Lignin,14,22,16,-4.20072650139059,0.214778156518195,0.0102523058122245,0.997726607423428,NA,NA,NA,1,NA,NA,NA,8.56583455777751,NA,NA,-0.764275997099465,NA,-3.47964546976988
AG,W792,A,Lignin,14,22,16,-0.24399793060455,0.0880180784524685,0.00856796194668014,0.963481359633335,3.74169242971808,0.0165686423746407,0.0122262463303276,0.379714910872791,61.7964483609194,-0.0204638382908973,-0.759040022271795,2.41133559917484,1.18020296006979,2.57175592571574,1.16429132463495,4.00679070771234,-2.5147132675231
BG,W792,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
BX,W792,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,W792,A,Lignin,14,22,16,-2.30317757078154,0.145301479549483,0.0101218091302746,0.985651032574766,3.11222671589474,0.0847014130623583,0.00212662473032002,0.998740833355903,104.205916853123,0.116320888427007,-0.292793079026028,4.27598632679364,2.33267139112901,4.58026902066308,0.0216461020101955,4.46744932489247,-2.15038729753038
LAP,W792,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,W792,A,Lignin,14,22,16,-1.03786903496519,0.130484196618633,0.00492169642730275,0.995750034561707,NA,NA,NA,0,82.1203137186507,0.047994217662941,1.69568539689501,3.68710636018092,NA,2.88787467564078,1.04987811093293,NA,-2.86517385317103
OX,W792,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.87664424490331,NA,-3.87664424490331
PPO,W792,A,Lignin,14,22,16,-3.43679844824354,0.143266327891646,0.0144720407952989,0.970297204042048,3.15532162143118,0.130198897124993,0.0451902920614296,0.892483331458666,111.803432312967,0.133261306426942,-1.87657252809072,4.18984306641532,3.67660205589386,5.72710655940721,-1.1445372019772,5.23850397543106,-3.47964546976988
AG,W793,A,Lignin,14,22,16,-0.359676125043836,0.0867072928465203,0.00541393750659099,0.984644823383928,3.37565227157674,0.036523876064076,0.0103097470564423,0.8070789651558,59.8796553945517,-0.0284575523806002,-0.375484433224531,2.37993440996454,1.44085798725953,2.43358880043353,1.02764056050049,3.96003428860196,-2.5147132675231
AP,W793,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.518369015712207,NA,-0.518369015712207
BG,W793,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
BX,W793,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,W793,A,Lignin,14,22,16,-2.11448955728347,0.119154995836847,0.0105228132358902,0.977137889388324,5.01028003883059,-0.00158433500254022,0.0164236341842705,0.00922003824599425,98.7811076789792,0.0961319228483681,-2.64568029507404,3.29217999684326,0.984281495650459,5.01811842245156,-0.208009623893924,4.98493067878995,-2.15038729753038
LAP,W793,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-3.16720884699379,NA,-3.16720884699379
NAG,W793,A,Lignin,14,22,16,-0.311335978684387,0.12302795334305,0.00627203231650442,0.992263275203028,NA,NA,NA,0,72.1986516500873,0.0185288978632147,2.48808732291822,3.42218601799656,NA,2.36453482736981,1.65711127480441,NA,-2.86517385317103
OX,W793,A,Lignin,14,22,16,-3.80217552918334,0.187716091642455,0.0057519398861637,0.99719117068158,3.03693231326914,0.189797733351519,0.0173384250574135,0.983583577802472,127.884722123123,0.191405978485346,0.453698026859041,6.53492530111852,6.67238477505135,6.10437791329895,-0.798718062904057,6.07369604689345,-3.87664424490331
PER,W793,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.73398096649784,NA,-2.73398096649784
PPO,W793,A,Lignin,14,22,16,-5.12808896060777,0.219792320299118,0.00470590856181207,0.999541791756479,NA,NA,NA,1,NA,NA,NA,9.00628982775637,NA,NA,-1.61141183582188,NA,-3.47964546976988
AG,W794,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-2.5147132675231,NA,-2.5147132675231
BG,W794,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
BX,W794,A,Lignin,14,22,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99532272060019,NA,-2.99532272060019
CBH,W794,A,Lignin,14,22,16,0.163370420843527,0.0666672149669325,0.00223750688574713,0.998874837605844,5.74223246149003,-0.0150026169280802,0.0108132637147879,0.658114330837062,NA,NA,NA,1.94774472051488,0.860685452611051,NA,1.23004586031445,5.50219059064075,-2.15038729753038
NAG,W794,A,Lignin,14,22,16,-1.69679354279652,0.126068780912774,0.00686326093126637,0.997044978364431,NA,NA,NA,0,NA,NA,NA,3.52784713854041,NA,NA,0.320306951807866,NA,-2.86517385317103
PPO,W794,A,Lignin,14,22,16,-4.098944662158,0.138047748868026,0.0186677177132205,0.964717923680687,NA,NA,NA,1,150.175943201711,0.257960757549309,-5.75161044743635,3.97680005122886,NA,13.1554776388189,-1.89018068026959,NA,-3.47964546976988
AG,W795,A,Lignin,14,22,16,-1.22456935537143,0.0661324491624162,0.018718528414046,0.861897974499423,4.48998888546795,0.010511770060399,0.0663263166957191,0.0124030836789936,-0.577338071793006,-0.247012591895499,5.30693827057836,1.93735664847482,1.11084134935928,0.676757807581894,-0.166450168772769,4.65817720643433,-2.5147132675231
AP,W795,A,Lignin,14,22,16,3.33302951621318,-0.0326093210937091,0.00249574580506608,0.994176545342243,11.7682096408663,-0.219334424015667,0.0381175385614887,0.970683393394568,NA,NA,NA,0.721737910429323,0.111543097270559,NA,2.81128037871384,8.25885885661561,-0.518369015712207
BG,W795,A,Lignin,14,22,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.90560115740393,NA,-2.90560115740393
